order_no,customer_id,seller_id,total_amount,status,id,created_at,updated_at,is_deleted
ORD-20253365,23,1978,890228.0699999998,done,3366,2025-10-28 20:27:59.008105,2025-11-25 20:27:59.013016,0
ORD-20253366,281,4754,1054559.88,done,3367,2025-11-11 20:27:59.012581,2025-11-25 20:27:59.016141,0
ORD-20253367,162,4826,2240512.5700000003,done,3368,2025-10-25 20:27:59.015768,2025-11-25 20:27:59.022445,0
ORD-20253368,429,2498,1392997.0099999998,pending,3369,2025-10-20 20:27:59.022069,2025-11-25 20:27:59.028485,0
ORD-20253369,559,506,391516.04,shipped,3370,2025-10-06 20:27:59.028129,2025-11-25 20:27:59.030899,0
ORD-20253370,398,1506,194266.01999999996,done,3371,2025-09-29 20:27:59.030535,2025-11-25 20:27:59.035071,0
ORD-20253371,104,1246,1425802.1300000001,shipped,3372,2025-11-25 20:27:59.034718,2025-11-25 20:27:59.039554,0
ORD-20253372,508,3771,958664.38,shipped,3373,2025-11-15 20:27:59.039205,2025-11-25 20:27:59.042647,0
ORD-20253373,416,4911,1822076.4100000001,done,3374,2025-11-22 20:27:59.042251,2025-11-25 20:27:59.049526,0
ORD-20253374,536,1315,668068.1200000001,paid,3375,2025-10-01 20:27:59.049170,2025-11-25 20:27:59.053460,0
ORD-20253375,373,2654,1557542.34,paid,3376,2025-11-01 20:27:59.053087,2025-11-25 20:27:59.058488,0
ORD-20253376,529,3575,1556422.0999999999,paid,3377,2025-10-05 20:27:59.058059,2025-11-25 20:27:59.063301,0
ORD-20253377,193,755,338010.96,pending,3378,2025-09-30 20:27:59.062873,2025-11-25 20:27:59.065522,0
ORD-20253378,356,1374,1949637.2,done,3379,2025-10-08 20:27:59.065156,2025-11-25 20:27:59.073016,0
ORD-20253379,166,951,1771530.37,paid,3380,2025-10-20 20:27:59.072591,2025-11-25 20:27:59.077655,0
ORD-20253380,62,894,817845.27,pending,3381,2025-10-06 20:27:59.077321,2025-11-25 20:27:59.082113,0
ORD-20253381,312,1185,1348231.86,done,3382,2025-10-28 20:27:59.081794,2025-11-25 20:27:59.085174,0
ORD-20253382,565,2671,1844547.21,done,3383,2025-11-10 20:27:59.084852,2025-11-25 20:27:59.090967,0
ORD-20253383,463,658,1150504.02,done,3384,2025-10-30 20:27:59.090605,2025-11-25 20:27:59.096969,0
ORD-20253384,457,1503,1696321.6600000001,pending,3385,2025-11-08 20:27:59.096584,2025-11-25 20:27:59.103352,0
ORD-20253385,126,1326,754917.9400000001,done,3386,2025-11-14 20:27:59.102987,2025-11-25 20:27:59.108219,0
ORD-20253386,503,1942,897331.8300000001,shipped,3387,2025-10-12 20:27:59.107858,2025-11-25 20:27:59.112559,0
ORD-20253387,533,4493,580437.67,done,3388,2025-10-16 20:27:59.112192,2025-11-25 20:27:59.116629,0
ORD-20253388,381,3641,458578.32,done,3389,2025-11-17 20:27:59.116268,2025-11-25 20:27:59.120778,0
ORD-20253389,312,3314,474144.48,done,3390,2025-11-13 20:27:59.120420,2025-11-25 20:27:59.122336,0
ORD-20253390,305,534,1440618.08,shipped,3391,2025-10-25 20:27:59.121669,2025-11-25 20:27:59.127796,0
ORD-20253391,565,2105,101139.83999999998,pending,3392,2025-11-20 20:27:59.127431,2025-11-25 20:27:59.129946,0
ORD-20253392,141,2573,821575.98,shipped,3393,2025-11-04 20:27:59.129572,2025-11-25 20:27:59.131422,0
ORD-20253393,178,1685,1987537.2,done,3394,2025-10-16 20:27:59.130481,2025-11-25 20:27:59.136671,0
ORD-20253394,181,3442,2454096.75,done,3395,2025-11-08 20:27:59.136259,2025-11-25 20:27:59.143493,0
ORD-20253395,198,1440,1884945.1500000004,done,3396,2025-10-19 20:27:59.143138,2025-11-25 20:27:59.148029,0
ORD-20253396,403,2817,1137573.3900000001,pending,3397,2025-11-08 20:27:59.147667,2025-11-25 20:27:59.153823,0
ORD-20253397,199,3080,2339139.6300000004,pending,3398,2025-09-28 20:27:59.153478,2025-11-25 20:27:59.160159,0
ORD-20253398,427,1399,618968.75,shipped,3399,2025-10-13 20:27:59.159800,2025-11-25 20:27:59.162430,0
ORD-20253399,123,4734,1656709.4500000002,done,3400,2025-11-20 20:27:59.162107,2025-11-25 20:27:59.165883,0
ORD-20253400,11,1851,1163370.0699999998,done,3401,2025-11-18 20:27:59.204225,2025-11-25 20:27:59.208259,0
ORD-20253401,484,3149,1392906.71,shipped,3402,2025-11-24 20:27:59.207886,2025-11-25 20:27:59.214779,0
ORD-20253402,451,4083,2712755.5,pending,3403,2025-09-27 20:27:59.214410,2025-11-25 20:27:59.222120,0
ORD-20253403,579,4896,353928.08,shipped,3404,2025-09-30 20:27:59.221762,2025-11-25 20:27:59.224857,0
ORD-20253404,570,2198,1578436.54,paid,3405,2025-11-23 20:27:59.224268,2025-11-25 20:27:59.230515,0
ORD-20253405,150,3661,1799317.77,shipped,3406,2025-10-29 20:27:59.230161,2025-11-25 20:27:59.237138,0
ORD-20253406,141,3338,2148849.7,done,3407,2025-11-20 20:27:59.236814,2025-11-25 20:27:59.241040,0
ORD-20253407,319,2446,1356398.7000000002,paid,3408,2025-10-01 20:27:59.240611,2025-11-25 20:27:59.243719,0
ORD-20253408,165,3306,604400.01,paid,3409,2025-10-08 20:27:59.243378,2025-11-25 20:27:59.247682,0
ORD-20253409,374,1869,878743.7,shipped,3410,2025-10-07 20:27:59.247356,2025-11-25 20:27:59.252414,0
ORD-20253410,254,2907,983236.3300000001,done,3411,2025-09-28 20:27:59.252077,2025-11-25 20:27:59.257524,0
ORD-20253411,404,2420,45708.94,done,3412,2025-11-17 20:27:59.257184,2025-11-25 20:27:59.258962,0
ORD-20253412,292,3101,699711.71,done,3413,2025-10-31 20:27:59.257996,2025-11-25 20:27:59.263721,0
ORD-20253413,281,1371,1252550.12,paid,3414,2025-10-14 20:27:59.263372,2025-11-25 20:27:59.267631,0
ORD-20253414,575,1653,2653843.1,shipped,3415,2025-11-10 20:27:59.267272,2025-11-25 20:27:59.274258,0
ORD-20253415,227,4477,1662707.32,shipped,3416,2025-10-22 20:27:59.273795,2025-11-25 20:27:59.278302,0
ORD-20253416,453,885,1693269.4200000002,shipped,3417,2025-09-29 20:27:59.277952,2025-11-25 20:27:59.284815,0
ORD-20253417,91,2229,488681.51,done,3418,2025-11-20 20:27:59.284457,2025-11-25 20:27:59.288155,0
ORD-20253418,135,4405,10117.28,done,3419,2025-11-19 20:27:59.287586,2025-11-25 20:27:59.289655,0
ORD-20253419,346,713,2458332.33,pending,3420,2025-10-03 20:27:59.288703,2025-11-25 20:27:59.295112,0
ORD-20253420,247,3857,167457.41999999998,pending,3421,2025-11-05 20:27:59.294757,2025-11-25 20:27:59.296965,0
ORD-20253421,138,699,405212.8,pending,3422,2025-11-13 20:27:59.295624,2025-11-25 20:27:59.298726,0
ORD-20253422,458,2923,1921988.5,pending,3423,2025-10-11 20:27:59.297598,2025-11-25 20:27:59.306163,0
ORD-20253423,592,745,512547.42000000004,done,3424,2025-10-10 20:27:59.305805,2025-11-25 20:27:59.307548,0
ORD-20253424,544,1595,169920.51,done,3425,2025-10-28 20:27:59.306775,2025-11-25 20:27:59.309753,0
ORD-20253425,404,4797,1442270.6,pending,3426,2025-10-22 20:27:59.309430,2025-11-25 20:27:59.313138,0
ORD-20253426,463,937,360988.80000000005,done,3427,2025-11-08 20:27:59.312765,2025-11-25 20:27:59.315193,0
ORD-20253427,139,4780,1110622.68,paid,3428,2025-10-07 20:27:59.314876,2025-11-25 20:27:59.320275,0
ORD-20253428,570,3746,1595323.7999999998,done,3429,2025-10-24 20:27:59.319908,2025-11-25 20:27:59.324330,0
ORD-20253429,507,612,38362.1,paid,3430,2025-11-02 20:27:59.324008,2025-11-25 20:27:59.325710,0
ORD-20253430,373,1819,357781.52999999997,shipped,3431,2025-11-15 20:27:59.324795,2025-11-25 20:27:59.329294,0
ORD-20253431,324,685,2275743.1799999997,done,3432,2025-10-05 20:27:59.328853,2025-11-25 20:27:59.335146,0
ORD-20253432,402,3373,511740.7,shipped,3433,2025-10-26 20:27:59.334801,2025-11-25 20:27:59.337141,0
ORD-20253433,64,4571,901573.6100000001,done,3434,2025-10-23 20:27:59.336814,2025-11-25 20:27:59.340642,0
ORD-20253434,417,4172,2059532.11,shipped,3435,2025-10-03 20:27:59.340281,2025-11-25 20:27:59.348148,0
ORD-20253435,356,2057,246425.28999999998,done,3436,2025-10-07 20:27:59.347785,2025-11-25 20:27:59.351234,0
ORD-20253436,385,1989,971074.83,done,3437,2025-10-14 20:27:59.349867,2025-11-25 20:27:59.354889,0
ORD-20253437,455,884,773316.98,done,3438,2025-10-28 20:27:59.354172,2025-11-25 20:27:59.357808,0
ORD-20253438,421,2640,2120063.8999999994,done,3439,2025-11-25 20:27:59.357375,2025-11-25 20:27:59.365380,0
ORD-20253439,356,1000,1561549.39,shipped,3440,2025-10-02 20:27:59.364967,2025-11-25 20:27:59.370505,0
ORD-20253440,464,3849,2051281.1099999999,done,3441,2025-11-06 20:27:59.370104,2025-11-25 20:27:59.375982,0
ORD-20253441,109,1967,1134856.8200000003,paid,3442,2025-11-16 20:27:59.375626,2025-11-25 20:27:59.380629,0
ORD-20253442,164,48,360596.49,done,3443,2025-11-18 20:27:59.380215,2025-11-25 20:27:59.382796,0
ORD-20253443,109,3575,1410253.9,done,3444,2025-11-04 20:27:59.382470,2025-11-25 20:27:59.386261,0
ORD-20253444,475,2832,2704967.5,done,3445,2025-11-09 20:27:59.385916,2025-11-25 20:27:59.391748,0
ORD-20253445,367,2872,1311739.6800000002,done,3446,2025-10-10 20:27:59.391369,2025-11-25 20:27:59.398751,0
ORD-20253446,132,3395,298036.57,done,3447,2025-11-19 20:27:59.398404,2025-11-25 20:27:59.401490,0
ORD-20253447,335,4634,2247612.85,paid,3448,2025-11-01 20:27:59.401142,2025-11-25 20:27:59.408188,0
ORD-20253448,486,2591,1585215.48,done,3449,2025-10-05 20:27:59.407802,2025-11-25 20:27:59.415292,0
ORD-20253449,255,2878,2299540.54,done,3450,2025-10-01 20:27:59.414906,2025-11-25 20:27:59.421942,0
ORD-20253450,123,444,57832.46000000001,done,3451,2025-10-21 20:27:59.462267,2025-11-25 20:27:59.464779,0
ORD-20253451,276,1923,502461.47,done,3452,2025-11-15 20:27:59.463613,2025-11-25 20:27:59.469313,0
ORD-20253452,402,457,1827939.4899999998,shipped,3453,2025-10-01 20:27:59.468956,2025-11-25 20:27:59.473113,0
ORD-20253453,434,2234,928855.91,done,3454,2025-10-13 20:27:59.472744,2025-11-25 20:27:59.480013,0
ORD-20253454,167,4494,307590.64,done,3455,2025-09-28 20:27:59.479447,2025-11-25 20:27:59.482737,0
ORD-20253455,459,1455,2076269.2399999998,shipped,3456,2025-11-15 20:27:59.482314,2025-11-25 20:27:59.486154,0
ORD-20253456,359,4431,606873.0599999999,paid,3457,2025-09-30 20:27:59.485783,2025-11-25 20:27:59.489544,0
ORD-20253457,412,1660,577824.3200000001,shipped,3458,2025-11-11 20:27:59.489148,2025-11-25 20:27:59.493578,0
ORD-20253458,312,1824,303461.12000000005,done,3459,2025-11-16 20:27:59.493203,2025-11-25 20:27:59.495665,0
ORD-20253459,335,3697,1912267.6,done,3460,2025-11-10 20:27:59.495314,2025-11-25 20:27:59.500627,0
ORD-20253460,154,444,1309444.25,paid,3461,2025-11-01 20:27:59.500059,2025-11-25 20:27:59.505203,0
ORD-20253461,377,3958,682882.31,done,3462,2025-11-15 20:27:59.504691,2025-11-25 20:27:59.510802,0
ORD-20253462,305,1083,63318.380000000005,done,3463,2025-11-06 20:27:59.510440,2025-11-25 20:27:59.513106,0
ORD-20253463,270,799,569681.78,paid,3464,2025-11-11 20:27:59.512597,2025-11-25 20:27:59.517201,0
ORD-20253464,482,254,2205816.0900000003,shipped,3465,2025-11-16 20:27:59.516552,2025-11-25 20:27:59.522048,0
ORD-20253465,187,2960,218784.90000000002,shipped,3466,2025-11-13 20:27:59.521667,2025-11-25 20:27:59.523489,0
ORD-20253466,427,2185,1883257.9900000002,shipped,3467,2025-11-18 20:27:59.522670,2025-11-25 20:27:59.527646,0
ORD-20253467,293,1154,473407.57999999996,done,3468,2025-11-07 20:27:59.527298,2025-11-25 20:27:59.531320,0
ORD-20253468,305,2198,192306.56,paid,3469,2025-10-03 20:27:59.530963,2025-11-25 20:27:59.536600,0
ORD-20253469,196,976,463947.50999999995,done,3470,2025-11-15 20:27:59.536253,2025-11-25 20:27:59.538074,0
ORD-20253470,103,1693,899718.9199999999,shipped,3471,2025-10-13 20:27:59.537101,2025-11-25 20:27:59.541515,0
ORD-20253471,587,2125,1256427.94,pending,3472,2025-11-20 20:27:59.541155,2025-11-25 20:27:59.547284,0
ORD-20253472,38,4855,1414186.7900000003,shipped,3473,2025-10-02 20:27:59.546906,2025-11-25 20:27:59.550131,0
ORD-20253473,538,1690,1781628.21,pending,3474,2025-10-21 20:27:59.549743,2025-11-25 20:27:59.555375,0
ORD-20253474,402,1966,494819.7,done,3475,2025-10-07 20:27:59.555017,2025-11-25 20:27:59.557336,0
ORD-20253475,138,2087,2278333.4699999997,done,3476,2025-11-17 20:27:59.557009,2025-11-25 20:27:59.561859,0
ORD-20253476,499,321,1029912.69,pending,3477,2025-10-22 20:27:59.561514,2025-11-25 20:27:59.566333,0
ORD-20253477,156,4637,2290904.44,paid,3478,2025-10-07 20:27:59.565986,2025-11-25 20:27:59.574391,0
ORD-20253478,220,3779,1682695.91,pending,3479,2025-09-26 20:27:59.574012,2025-11-25 20:27:59.579607,0
ORD-20253479,270,1522,209270.08000000002,done,3480,2025-10-19 20:27:59.578980,2025-11-25 20:27:59.581671,0
ORD-20253480,592,4963,833541.8999999999,done,3481,2025-11-07 20:27:59.581303,2025-11-25 20:27:59.589475,0
ORD-20253481,209,3834,882583.4899999999,done,3482,2025-11-04 20:27:59.589086,2025-11-25 20:27:59.591692,0
ORD-20253482,16,4972,201709.91999999998,shipped,3483,2025-10-31 20:27:59.591309,2025-11-25 20:27:59.594936,0
ORD-20253483,166,4723,742819.86,done,3484,2025-10-01 20:27:59.594569,2025-11-25 20:27:59.597817,0
ORD-20253484,162,1588,2544834.25,pending,3485,2025-10-29 20:27:59.597428,2025-11-25 20:27:59.603461,0
ORD-20253485,70,1033,257885.09999999998,done,3486,2025-10-24 20:27:59.603125,2025-11-25 20:27:59.605305,0
ORD-20253486,139,2146,3126967.35,pending,3487,2025-11-19 20:27:59.603930,2025-11-25 20:27:59.611795,0
ORD-20253487,414,4816,2037507.07,pending,3488,2025-10-29 20:27:59.611437,2025-11-25 20:27:59.619695,0
ORD-20253488,275,665,914902.68,paid,3489,2025-11-20 20:27:59.619365,2025-11-25 20:27:59.621813,0
ORD-20253489,75,2138,1525690.4500000002,paid,3490,2025-11-10 20:27:59.621445,2025-11-25 20:27:59.627811,0
ORD-20253490,255,2399,1508714.21,done,3491,2025-11-04 20:27:59.627465,2025-11-25 20:27:59.632584,0
ORD-20253491,165,675,644759.75,pending,3492,2025-11-23 20:27:59.632226,2025-11-25 20:27:59.634738,0
ORD-20253492,411,50,1070881.0,shipped,3493,2025-11-12 20:27:59.634386,2025-11-25 20:27:59.639359,0
ORD-20253493,141,2024,1247643.31,shipped,3494,2025-10-07 20:27:59.638998,2025-11-25 20:27:59.644475,0
ORD-20253494,62,3757,713307.6,done,3495,2025-10-28 20:27:59.644139,2025-11-25 20:27:59.649849,0
ORD-20253495,584,3148,396018.6,done,3496,2025-11-21 20:27:59.649037,2025-11-25 20:27:59.652343,0
ORD-20253496,491,1610,2264752.7699999996,paid,3497,2025-09-26 20:27:59.651288,2025-11-25 20:27:59.659165,0
ORD-20253497,80,3138,763880.25,done,3498,2025-11-22 20:27:59.658754,2025-11-25 20:27:59.663062,0
ORD-20253498,254,3165,2384967.8200000003,shipped,3499,2025-11-21 20:27:59.662568,2025-11-25 20:27:59.669642,0
ORD-20253499,123,441,1051848.61,done,3500,2025-11-19 20:27:59.669276,2025-11-25 20:27:59.673801,0
ORD-20253500,143,1160,1974898.7800000003,done,3501,2025-09-29 20:27:59.712703,2025-11-25 20:27:59.721899,0
ORD-20253501,328,2022,853552.15,pending,3502,2025-10-16 20:27:59.721507,2025-11-25 20:27:59.726510,0
ORD-20253502,438,4876,690833.59,paid,3503,2025-10-29 20:27:59.726167,2025-11-25 20:27:59.727932,0
ORD-20253503,104,2028,1227468.5500000003,shipped,3504,2025-10-29 20:27:59.727084,2025-11-25 20:27:59.734854,0
ORD-20253504,584,1694,1658823.56,done,3505,2025-10-06 20:27:59.734502,2025-11-25 20:27:59.741378,0
ORD-20253505,429,2135,188938.12,paid,3506,2025-11-03 20:27:59.741048,2025-11-25 20:27:59.742764,0
ORD-20253506,485,1807,1263544.1099999999,done,3507,2025-10-14 20:27:59.741860,2025-11-25 20:27:59.748100,0
ORD-20253507,129,415,445592.01,done,3508,2025-10-01 20:27:59.747743,2025-11-25 20:27:59.751328,0
ORD-20253508,327,895,1452963.5599999998,done,3509,2025-10-22 20:27:59.750969,2025-11-25 20:27:59.755018,0
ORD-20253509,434,4410,1026667.28,paid,3510,2025-11-25 20:27:59.754656,2025-11-25 20:27:59.760107,0
ORD-20253510,381,3676,2040926.27,pending,3511,2025-10-26 20:27:59.759762,2025-11-25 20:27:59.765375,0
ORD-20253511,285,880,2156091.96,paid,3512,2025-11-21 20:27:59.765014,2025-11-25 20:27:59.773075,0
ORD-20253512,91,1732,1152641.1,shipped,3513,2025-10-05 20:27:59.772606,2025-11-25 20:27:59.779630,0
ORD-20253513,177,974,2175721.4899999998,done,3514,2025-11-11 20:27:59.778914,2025-11-25 20:27:59.787136,0
ORD-20253514,208,1083,1551895.31,done,3515,2025-10-16 20:27:59.786775,2025-11-25 20:27:59.793738,0
ORD-20253515,270,3464,851488.94,pending,3516,2025-10-15 20:27:59.793353,2025-11-25 20:27:59.796624,0
ORD-20253516,446,2592,1224841.6900000002,pending,3517,2025-11-19 20:27:59.796134,2025-11-25 20:27:59.801139,0
ORD-20253517,257,4033,830027.38,paid,3518,2025-10-14 20:27:59.800756,2025-11-25 20:27:59.802559,0
ORD-20253518,421,2157,333281.85,done,3519,2025-09-30 20:27:59.801699,2025-11-25 20:27:59.803901,0
ORD-20253519,39,2725,483534.88,paid,3520,2025-10-23 20:27:59.803083,2025-11-25 20:27:59.806899,0
ORD-20253520,129,1386,1412178.1800000002,pending,3521,2025-10-09 20:27:59.806565,2025-11-25 20:27:59.811131,0
ORD-20253521,469,1863,1628721.54,paid,3522,2025-10-01 20:27:59.810796,2025-11-25 20:27:59.816956,0
ORD-20253522,570,3918,747546.7400000001,paid,3523,2025-10-03 20:27:59.816529,2025-11-25 20:27:59.819363,0
ORD-20253523,155,4941,1283667.49,paid,3524,2025-11-13 20:27:59.818996,2025-11-25 20:27:59.826229,0
ORD-20253524,533,4666,696964.61,done,3525,2025-10-23 20:27:59.825807,2025-11-25 20:27:59.830123,0
ORD-20253525,385,2537,556204.2,done,3526,2025-09-30 20:27:59.829673,2025-11-25 20:27:59.831634,0
ORD-20253526,442,3402,675320.7,done,3527,2025-11-01 20:27:59.830734,2025-11-25 20:27:59.833087,0
ORD-20253527,276,2905,456096.5,shipped,3528,2025-09-28 20:27:59.832203,2025-11-25 20:27:59.836215,0
ORD-20253528,56,572,671300.89,shipped,3529,2025-10-19 20:27:59.835853,2025-11-25 20:27:59.841717,0
ORD-20253529,458,1663,2164375.99,done,3530,2025-11-24 20:27:59.841322,2025-11-25 20:27:59.848768,0
ORD-20253530,309,2951,1732146.56,paid,3531,2025-11-25 20:27:59.848437,2025-11-25 20:27:59.853517,0
ORD-20253531,412,1332,310877.47000000003,done,3532,2025-11-23 20:27:59.853168,2025-11-25 20:27:59.857016,0
ORD-20253532,469,4362,1717195.7699999998,done,3533,2025-11-06 20:27:59.856580,2025-11-25 20:27:59.863952,0
ORD-20253533,429,1136,2265714.4999999995,pending,3534,2025-11-03 20:27:59.863576,2025-11-25 20:27:59.870340,0
ORD-20253534,154,1851,400566.73,done,3535,2025-11-16 20:27:59.870007,2025-11-25 20:27:59.873506,0
ORD-20253535,299,3873,1459511.68,done,3536,2025-10-08 20:27:59.873150,2025-11-25 20:27:59.877330,0
ORD-20253536,38,42,1843990.6700000002,pending,3537,2025-11-07 20:27:59.876883,2025-11-25 20:27:59.881873,0
ORD-20253537,13,4000,827875.52,shipped,3538,2025-10-09 20:27:59.881523,2025-11-25 20:27:59.883144,0
ORD-20253538,315,3178,176925.72999999998,done,3539,2025-10-29 20:27:59.882370,2025-11-25 20:27:59.886366,0
ORD-20253539,431,4725,1666312.9,done,3540,2025-10-18 20:27:59.885924,2025-11-25 20:27:59.889967,0
ORD-20253540,401,4421,441346.26,pending,3541,2025-11-03 20:27:59.889504,2025-11-25 20:27:59.892940,0
ORD-20253541,294,3769,1271269.52,done,3542,2025-10-09 20:27:59.892589,2025-11-25 20:27:59.897279,0
ORD-20253542,485,100,637582.74,done,3543,2025-10-03 20:27:59.896930,2025-11-25 20:27:59.899861,0
ORD-20253543,359,438,357132.72,done,3544,2025-10-05 20:27:59.899533,2025-11-25 20:27:59.901365,0
ORD-20253544,403,1742,1472567.3800000001,done,3545,2025-10-26 20:27:59.900429,2025-11-25 20:27:59.905389,0
ORD-20253545,144,4274,1605344.05,pending,3546,2025-09-27 20:27:59.904913,2025-11-25 20:27:59.909879,0
ORD-20253546,91,760,366793.68,paid,3547,2025-10-31 20:27:59.909532,2025-11-25 20:27:59.912025,0
ORD-20253547,417,492,1843740.84,done,3548,2025-10-14 20:27:59.911637,2025-11-25 20:27:59.919646,0
ORD-20253548,433,1201,313523.52,done,3549,2025-10-03 20:27:59.919271,2025-11-25 20:27:59.921263,0
ORD-20253549,460,1046,747600.81,paid,3550,2025-11-14 20:27:59.920177,2025-11-25 20:27:59.927267,0
ORD-20253550,390,3140,1325236.3199999998,done,3551,2025-11-16 20:27:59.968486,2025-11-25 20:27:59.975868,0
ORD-20253551,104,3084,264037.92,shipped,3552,2025-10-21 20:27:59.975506,2025-11-25 20:27:59.977083,0
ORD-20253552,519,438,812839.9999999999,shipped,3553,2025-11-23 20:27:59.976333,2025-11-25 20:27:59.982278,0
ORD-20253553,580,3066,872129.4299999999,done,3554,2025-11-14 20:27:59.981803,2025-11-25 20:27:59.985419,0
ORD-20253554,356,4829,882831.39,done,3555,2025-10-25 20:27:59.985000,2025-11-25 20:27:59.990446,0
ORD-20253555,535,4572,1697953.0000000002,paid,3556,2025-11-18 20:27:59.990086,2025-11-25 20:27:59.997802,0
ORD-20253556,247,2092,312229.44,done,3557,2025-10-02 20:27:59.997433,2025-11-25 20:27:59.999305,0
ORD-20253557,41,1526,805337.5800000001,shipped,3558,2025-10-31 20:27:59.998449,2025-11-25 20:28:00.003105,0
ORD-20253558,514,4253,935379.88,done,3559,2025-10-07 20:28:00.002727,2025-11-25 20:28:00.008029,0
ORD-20253559,401,2079,1229727.58,done,3560,2025-10-03 20:28:00.007629,2025-11-25 20:28:00.012000,0
ORD-20253560,550,4583,2261831.9299999997,shipped,3561,2025-10-30 20:28:00.011655,2025-11-25 20:28:00.018140,0
ORD-20253561,129,1147,517428.94,shipped,3562,2025-09-30 20:28:00.017817,2025-11-25 20:28:00.020019,0
ORD-20253562,398,2105,1904119.9599999997,done,3563,2025-11-10 20:28:00.019693,2025-11-25 20:28:00.025718,0
ORD-20253563,584,3339,678157.01,paid,3564,2025-11-24 20:28:00.025268,2025-11-25 20:28:00.028811,0
ORD-20253564,550,1759,265875.96,shipped,3565,2025-11-12 20:28:00.028420,2025-11-25 20:28:00.032220,0
ORD-20253565,128,4525,1250828.64,done,3566,2025-11-16 20:28:00.031825,2025-11-25 20:28:00.034741,0
ORD-20253566,422,3486,654979.52,paid,3567,2025-10-29 20:28:00.034351,2025-11-25 20:28:00.036368,0
ORD-20253567,262,319,921176.5599999999,shipped,3568,2025-10-21 20:28:00.035276,2025-11-25 20:28:00.039287,0
ORD-20253568,567,110,493244.67,done,3569,2025-10-03 20:28:00.038942,2025-11-25 20:28:00.041998,0
ORD-20253569,43,786,507220.9799999999,shipped,3570,2025-11-07 20:28:00.041617,2025-11-25 20:28:00.044750,0
ORD-20253570,5,2044,758973.4199999999,done,3571,2025-10-23 20:28:00.044423,2025-11-25 20:28:00.047599,0
ORD-20253571,156,4979,932008.06,done,3572,2025-10-20 20:28:00.047253,2025-11-25 20:28:00.051958,0
ORD-20253572,417,1074,592002.26,done,3573,2025-10-01 20:28:00.051631,2025-11-25 20:28:00.054679,0
ORD-20253573,522,255,2367210.9699999997,done,3574,2025-11-12 20:28:00.054326,2025-11-25 20:28:00.062065,0
ORD-20253574,377,3428,639856.1799999999,pending,3575,2025-10-21 20:28:00.061639,2025-11-25 20:28:00.065086,0
ORD-20253575,562,664,1016546.25,done,3576,2025-10-25 20:28:00.064726,2025-11-25 20:28:00.071004,0
ORD-20253576,407,1047,1354766.55,done,3577,2025-10-26 20:28:00.070601,2025-11-25 20:28:00.075040,0
ORD-20253577,356,2048,2216205.62,done,3578,2025-10-30 20:28:00.074678,2025-11-25 20:28:00.081661,0
ORD-20253578,11,214,2021893.3199999998,done,3579,2025-11-10 20:28:00.081334,2025-11-25 20:28:00.086654,0
ORD-20253579,11,1089,886886.7999999999,paid,3580,2025-10-23 20:28:00.086333,2025-11-25 20:28:00.087743,0
ORD-20253580,39,1436,1265479.7599999998,pending,3581,2025-10-04 20:28:00.087122,2025-11-25 20:28:00.092803,0
ORD-20253581,505,1316,2189010.23,done,3582,2025-10-17 20:28:00.092453,2025-11-25 20:28:00.099531,0
ORD-20253582,433,2890,1126985.55,done,3583,2025-11-16 20:28:00.099141,2025-11-25 20:28:00.103193,0
ORD-20253583,121,628,669337.74,done,3584,2025-10-03 20:28:00.102836,2025-11-25 20:28:00.105701,0
ORD-20253584,246,3615,317689.24,done,3585,2025-11-04 20:28:00.103993,2025-11-25 20:28:00.109447,0
ORD-20253585,508,3299,180853.63999999998,pending,3586,2025-09-29 20:28:00.109097,2025-11-25 20:28:00.111430,0
ORD-20253586,579,1927,1944291.6900000004,paid,3587,2025-10-31 20:28:00.111085,2025-11-25 20:28:00.118500,0
ORD-20253587,401,768,1807177.4500000002,pending,3588,2025-11-10 20:28:00.118172,2025-11-25 20:28:00.123361,0
ORD-20253588,23,1697,107106.23999999999,pending,3589,2025-11-19 20:28:00.123018,2025-11-25 20:28:00.125556,0
ORD-20253589,73,2228,995068.09,shipped,3590,2025-10-02 20:28:00.125159,2025-11-25 20:28:00.130188,0
ORD-20253590,69,3825,145049.36000000002,done,3591,2025-10-16 20:28:00.129646,2025-11-25 20:28:00.132929,0
ORD-20253591,177,2793,1791743.33,shipped,3592,2025-11-11 20:28:00.132585,2025-11-25 20:28:00.140115,0
ORD-20253592,47,1236,1269397.77,shipped,3593,2025-11-20 20:28:00.139721,2025-11-25 20:28:00.143651,0
ORD-20253593,544,3251,981683.78,done,3594,2025-11-09 20:28:00.143289,2025-11-25 20:28:00.149183,0
ORD-20253594,382,3282,915497.9599999998,shipped,3595,2025-10-14 20:28:00.148853,2025-11-25 20:28:00.156498,0
ORD-20253595,69,2561,385006.03,pending,3596,2025-11-11 20:28:00.155982,2025-11-25 20:28:00.158719,0
ORD-20253596,566,3114,1228355.22,done,3597,2025-09-27 20:28:00.158162,2025-11-25 20:28:00.163318,0
ORD-20253597,333,4861,127147.95999999999,done,3598,2025-11-21 20:28:00.162960,2025-11-25 20:28:00.165433,0
ORD-20253598,495,1005,384033.20999999996,pending,3599,2025-10-10 20:28:00.165106,2025-11-25 20:28:00.168216,0
ORD-20253599,7,4815,271224.24,done,3600,2025-11-02 20:28:00.167876,2025-11-25 20:28:00.169480,0
