product_id,warehouse_id,quantity,shelf_location,id,created_at,updated_at,is_deleted
883,1,1618,,1718,2025-11-25 20:27:32.229665,2025-11-25 20:27:32.229666,0
883,2,846,,1719,2025-11-25 20:27:32.229667,2025-11-25 20:27:32.229668,0
884,6,121,,1720,2025-11-25 20:27:32.229669,2025-11-25 20:27:32.229670,0
884,4,436,,1721,2025-11-25 20:27:32.229671,2025-11-25 20:27:32.229672,0
884,1,697,,1722,2025-11-25 20:27:32.229673,2025-11-25 20:27:32.229674,0
885,1,1171,,1723,2025-11-25 20:27:32.229675,2025-11-25 20:27:32.229676,0
885,5,464,,1724,2025-11-25 20:27:32.229691,2025-11-25 20:27:32.229694,0
885,3,1539,,1725,2025-11-25 20:27:32.229695,2025-11-25 20:27:32.229696,0
886,2,1552,,1726,2025-11-25 20:27:32.229697,2025-11-25 20:27:32.229698,0
886,6,822,,1727,2025-11-25 20:27:32.229700,2025-11-25 20:27:32.229701,0
887,1,1346,,1728,2025-11-25 20:27:32.229702,2025-11-25 20:27:32.229703,0
887,2,1132,,1729,2025-11-25 20:27:32.229704,2025-11-25 20:27:32.229705,0
888,3,1341,,1730,2025-11-25 20:27:32.229706,2025-11-25 20:27:32.229707,0
889,3,1970,,1731,2025-11-25 20:27:32.229708,2025-11-25 20:27:32.229709,0
889,1,1247,,1732,2025-11-25 20:27:32.229710,2025-11-25 20:27:32.229711,0
890,1,597,,1733,2025-11-25 20:27:32.229712,2025-11-25 20:27:32.229713,0
890,2,74,,1734,2025-11-25 20:27:32.229715,2025-11-25 20:27:32.229715,0
890,5,1047,,1735,2025-11-25 20:27:32.229717,2025-11-25 20:27:32.229718,0
891,4,53,,1736,2025-11-25 20:27:32.229719,2025-11-25 20:27:32.229720,0
891,3,1140,,1737,2025-11-25 20:27:32.229721,2025-11-25 20:27:32.229722,0
892,3,476,,1738,2025-11-25 20:27:32.229723,2025-11-25 20:27:32.229724,0
892,1,872,,1739,2025-11-25 20:27:32.229725,2025-11-25 20:27:32.229726,0
893,1,622,,1740,2025-11-25 20:27:32.229727,2025-11-25 20:27:32.229728,0
893,2,85,,1741,2025-11-25 20:27:32.229729,2025-11-25 20:27:32.229730,0
893,4,627,,1742,2025-11-25 20:27:32.229731,2025-11-25 20:27:32.229732,0
894,6,1420,,1743,2025-11-25 20:27:32.229733,2025-11-25 20:27:32.229734,0
894,3,293,,1744,2025-11-25 20:27:32.229736,2025-11-25 20:27:32.229736,0
894,2,1004,,1745,2025-11-25 20:27:32.229738,2025-11-25 20:27:32.229739,0
895,6,1403,,1746,2025-11-25 20:27:32.229740,2025-11-25 20:27:32.229741,0
896,2,1450,,1747,2025-11-25 20:27:32.229742,2025-11-25 20:27:32.229743,0
897,1,581,,1748,2025-11-25 20:27:32.229744,2025-11-25 20:27:32.229745,0
897,4,1896,,1749,2025-11-25 20:27:32.229746,2025-11-25 20:27:32.229747,0
898,3,190,,1750,2025-11-25 20:27:32.229761,2025-11-25 20:27:32.229764,0
898,2,1337,,1751,2025-11-25 20:27:32.229766,2025-11-25 20:27:32.229767,0
898,1,313,,1752,2025-11-25 20:27:32.229768,2025-11-25 20:27:32.229769,0
899,5,208,,1753,2025-11-25 20:27:32.229770,2025-11-25 20:27:32.229771,0
899,1,1522,,1754,2025-11-25 20:27:32.229772,2025-11-25 20:27:32.229773,0
899,4,1218,,1755,2025-11-25 20:27:32.229774,2025-11-25 20:27:32.229775,0
900,4,1199,,1756,2025-11-25 20:27:32.229776,2025-11-25 20:27:32.229777,0
900,5,1180,,1757,2025-11-25 20:27:32.229779,2025-11-25 20:27:32.229780,0
901,5,669,,1758,2025-11-25 20:27:32.329506,2025-11-25 20:27:32.329509,0
901,3,955,,1759,2025-11-25 20:27:32.329511,2025-11-25 20:27:32.329512,0
901,1,1504,,1760,2025-11-25 20:27:32.329513,2025-11-25 20:27:32.329514,0
902,1,1096,,1761,2025-11-25 20:27:32.329515,2025-11-25 20:27:32.329516,0
902,3,1903,,1762,2025-11-25 20:27:32.329517,2025-11-25 20:27:32.329518,0
902,4,935,,1763,2025-11-25 20:27:32.329519,2025-11-25 20:27:32.329520,0
903,3,115,,1764,2025-11-25 20:27:32.329521,2025-11-25 20:27:32.329522,0
903,1,972,,1765,2025-11-25 20:27:32.329523,2025-11-25 20:27:32.329524,0
903,6,514,,1766,2025-11-25 20:27:32.329525,2025-11-25 20:27:32.329526,0
904,1,1143,,1767,2025-11-25 20:27:32.329527,2025-11-25 20:27:32.329528,0
904,6,63,,1768,2025-11-25 20:27:32.329529,2025-11-25 20:27:32.329530,0
905,4,1554,,1769,2025-11-25 20:27:32.329531,2025-11-25 20:27:32.329531,0
905,2,900,,1770,2025-11-25 20:27:32.329533,2025-11-25 20:27:32.329533,0
905,6,340,,1771,2025-11-25 20:27:32.329534,2025-11-25 20:27:32.329535,0
906,6,546,,1772,2025-11-25 20:27:32.329536,2025-11-25 20:27:32.329537,0
907,4,594,,1773,2025-11-25 20:27:32.329538,2025-11-25 20:27:32.329539,0
908,5,816,,1774,2025-11-25 20:27:32.329540,2025-11-25 20:27:32.329541,0
908,6,771,,1775,2025-11-25 20:27:32.329542,2025-11-25 20:27:32.329543,0
908,4,798,,1776,2025-11-25 20:27:32.329544,2025-11-25 20:27:32.329545,0
909,3,1570,,1777,2025-11-25 20:27:32.329546,2025-11-25 20:27:32.329547,0
909,6,574,,1778,2025-11-25 20:27:32.329548,2025-11-25 20:27:32.329549,0
910,1,161,,1779,2025-11-25 20:27:32.329550,2025-11-25 20:27:32.329551,0
910,3,1223,,1780,2025-11-25 20:27:32.329552,2025-11-25 20:27:32.329553,0
910,6,203,,1781,2025-11-25 20:27:32.329554,2025-11-25 20:27:32.329555,0
911,4,1356,,1782,2025-11-25 20:27:32.329556,2025-11-25 20:27:32.329557,0
912,2,733,,1783,2025-11-25 20:27:32.329558,2025-11-25 20:27:32.329559,0
912,3,813,,1784,2025-11-25 20:27:32.329560,2025-11-25 20:27:32.329561,0
913,6,1174,,1785,2025-11-25 20:27:32.329562,2025-11-25 20:27:32.329563,0
913,4,649,,1786,2025-11-25 20:27:32.329564,2025-11-25 20:27:32.329565,0
913,2,588,,1787,2025-11-25 20:27:32.329566,2025-11-25 20:27:32.329567,0
914,5,888,,1788,2025-11-25 20:27:32.329568,2025-11-25 20:27:32.329569,0
914,1,1055,,1789,2025-11-25 20:27:32.329570,2025-11-25 20:27:32.329571,0
914,3,252,,1790,2025-11-25 20:27:32.329572,2025-11-25 20:27:32.329573,0
915,3,550,,1791,2025-11-25 20:27:32.329574,2025-11-25 20:27:32.329575,0
915,6,1568,,1792,2025-11-25 20:27:32.329576,2025-11-25 20:27:32.329577,0
916,2,1833,,1793,2025-11-25 20:27:32.329578,2025-11-25 20:27:32.329579,0
917,1,867,,1794,2025-11-25 20:27:32.329580,2025-11-25 20:27:32.329581,0
917,6,1779,,1795,2025-11-25 20:27:32.329582,2025-11-25 20:27:32.329583,0
917,4,150,,1796,2025-11-25 20:27:32.329584,2025-11-25 20:27:32.329585,0
918,2,921,,1797,2025-11-25 20:27:32.329586,2025-11-25 20:27:32.329587,0
918,4,1626,,1798,2025-11-25 20:27:32.329588,2025-11-25 20:27:32.329589,0
918,5,330,,1799,2025-11-25 20:27:32.329590,2025-11-25 20:27:32.329591,0
919,6,1140,,1800,2025-11-25 20:27:32.329692,2025-11-25 20:27:32.329695,0
919,1,122,,1801,2025-11-25 20:27:32.329697,2025-11-25 20:27:32.329698,0
919,2,637,,1802,2025-11-25 20:27:32.329699,2025-11-25 20:27:32.329700,0
920,1,1081,,1803,2025-11-25 20:27:32.329701,2025-11-25 20:27:32.329702,0
920,5,993,,1804,2025-11-25 20:27:32.329703,2025-11-25 20:27:32.329704,0
921,2,1448,,1805,2025-11-25 20:27:32.329706,2025-11-25 20:27:32.329707,0
921,5,1227,,1806,2025-11-25 20:27:32.329708,2025-11-25 20:27:32.329709,0
921,1,403,,1807,2025-11-25 20:27:32.329710,2025-11-25 20:27:32.329711,0
922,3,985,,1808,2025-11-25 20:27:32.329712,2025-11-25 20:27:32.329713,0
923,4,733,,1809,2025-11-25 20:27:32.329714,2025-11-25 20:27:32.329715,0
924,2,408,,1810,2025-11-25 20:27:32.329717,2025-11-25 20:27:32.329718,0
925,1,1457,,1811,2025-11-25 20:27:32.329719,2025-11-25 20:27:32.329720,0
926,4,251,,1812,2025-11-25 20:27:32.329721,2025-11-25 20:27:32.329722,0
926,6,1647,,1813,2025-11-25 20:27:32.329723,2025-11-25 20:27:32.329724,0
927,2,476,,1814,2025-11-25 20:27:32.329725,2025-11-25 20:27:32.329726,0
927,6,1183,,1815,2025-11-25 20:27:32.329727,2025-11-25 20:27:32.329728,0
928,3,448,,1816,2025-11-25 20:27:32.329729,2025-11-25 20:27:32.329730,0
929,2,1812,,1817,2025-11-25 20:27:32.329731,2025-11-25 20:27:32.329732,0
929,4,377,,1818,2025-11-25 20:27:32.329733,2025-11-25 20:27:32.329734,0
929,5,1374,,1819,2025-11-25 20:27:32.329736,2025-11-25 20:27:32.329737,0
930,6,989,,1820,2025-11-25 20:27:32.329738,2025-11-25 20:27:32.329739,0
931,6,1998,,1821,2025-11-25 20:27:32.329740,2025-11-25 20:27:32.329741,0
931,1,1651,,1822,2025-11-25 20:27:32.329742,2025-11-25 20:27:32.329743,0
932,2,1616,,1823,2025-11-25 20:27:32.329744,2025-11-25 20:27:32.329745,0
932,1,1328,,1824,2025-11-25 20:27:32.329746,2025-11-25 20:27:32.329747,0
932,3,1194,,1825,2025-11-25 20:27:32.329748,2025-11-25 20:27:32.329749,0
933,4,1733,,1826,2025-11-25 20:27:32.329751,2025-11-25 20:27:32.329751,0
933,1,1322,,1827,2025-11-25 20:27:32.329753,2025-11-25 20:27:32.329754,0
933,6,1180,,1828,2025-11-25 20:27:32.329755,2025-11-25 20:27:32.329756,0
934,1,462,,1829,2025-11-25 20:27:32.329757,2025-11-25 20:27:32.329758,0
935,3,346,,1830,2025-11-25 20:27:32.329759,2025-11-25 20:27:32.329760,0
935,6,452,,1831,2025-11-25 20:27:32.329761,2025-11-25 20:27:32.329762,0
935,5,937,,1832,2025-11-25 20:27:32.329763,2025-11-25 20:27:32.329764,0
936,6,1866,,1833,2025-11-25 20:27:32.329765,2025-11-25 20:27:32.329766,0
936,1,1597,,1834,2025-11-25 20:27:32.329767,2025-11-25 20:27:32.329768,0
937,4,1124,,1835,2025-11-25 20:27:32.329769,2025-11-25 20:27:32.329770,0
937,5,148,,1836,2025-11-25 20:27:32.329772,2025-11-25 20:27:32.329773,0
937,2,1187,,1837,2025-11-25 20:27:32.329774,2025-11-25 20:27:32.329775,0
938,2,415,,1838,2025-11-25 20:27:32.329776,2025-11-25 20:27:32.329777,0
939,3,783,,1839,2025-11-25 20:27:32.329778,2025-11-25 20:27:32.329779,0
940,6,1695,,1840,2025-11-25 20:27:32.329780,2025-11-25 20:27:32.329781,0
940,3,1951,,1841,2025-11-25 20:27:32.329782,2025-11-25 20:27:32.329783,0
941,3,463,,1842,2025-11-25 20:27:32.329784,2025-11-25 20:27:32.329785,0
941,6,476,,1843,2025-11-25 20:27:32.329786,2025-11-25 20:27:32.329787,0
941,5,1211,,1844,2025-11-25 20:27:32.329788,2025-11-25 20:27:32.329789,0
942,1,651,,1845,2025-11-25 20:27:32.329790,2025-11-25 20:27:32.329791,0
943,6,655,,1846,2025-11-25 20:27:32.329792,2025-11-25 20:27:32.329793,0
943,3,1677,,1847,2025-11-25 20:27:32.329795,2025-11-25 20:27:32.329795,0
944,2,938,,1848,2025-11-25 20:27:32.329797,2025-11-25 20:27:32.329798,0
944,3,676,,1849,2025-11-25 20:27:32.329799,2025-11-25 20:27:32.329800,0
945,4,1261,,1850,2025-11-25 20:27:32.329801,2025-11-25 20:27:32.329802,0
945,6,1878,,1851,2025-11-25 20:27:32.329803,2025-11-25 20:27:32.329804,0
946,2,1496,,1852,2025-11-25 20:27:32.329805,2025-11-25 20:27:32.329806,0
947,6,1230,,1853,2025-11-25 20:27:32.329807,2025-11-25 20:27:32.329808,0
947,2,1738,,1854,2025-11-25 20:27:32.329809,2025-11-25 20:27:32.329810,0
947,5,1165,,1855,2025-11-25 20:27:32.329811,2025-11-25 20:27:32.329812,0
948,4,1171,,1856,2025-11-25 20:27:32.329813,2025-11-25 20:27:32.329814,0
948,5,1001,,1857,2025-11-25 20:27:32.329815,2025-11-25 20:27:32.329816,0
949,3,1337,,1858,2025-11-25 20:27:32.329818,2025-11-25 20:27:32.329818,0
950,5,1102,,1859,2025-11-25 20:27:32.329820,2025-11-25 20:27:32.329821,0
951,6,1778,,1860,2025-11-25 20:27:32.329822,2025-11-25 20:27:32.329823,0
952,2,1206,,1861,2025-11-25 20:27:32.329824,2025-11-25 20:27:32.329825,0
952,6,1865,,1862,2025-11-25 20:27:32.329826,2025-11-25 20:27:32.329827,0
952,1,1797,,1863,2025-11-25 20:27:32.329828,2025-11-25 20:27:32.329829,0
953,2,1366,,1864,2025-11-25 20:27:32.329830,2025-11-25 20:27:32.329831,0
953,4,1910,,1865,2025-11-25 20:27:32.329832,2025-11-25 20:27:32.329833,0
953,5,1256,,1866,2025-11-25 20:27:32.329834,2025-11-25 20:27:32.329835,0
954,5,1888,,1867,2025-11-25 20:27:32.329836,2025-11-25 20:27:32.329837,0
954,6,656,,1868,2025-11-25 20:27:32.329838,2025-11-25 20:27:32.329839,0
954,4,1151,,1869,2025-11-25 20:27:32.329841,2025-11-25 20:27:32.329842,0
955,1,1244,,1870,2025-11-25 20:27:32.329843,2025-11-25 20:27:32.329844,0
955,6,123,,1871,2025-11-25 20:27:32.329845,2025-11-25 20:27:32.329846,0
956,2,1325,,1872,2025-11-25 20:27:32.329847,2025-11-25 20:27:32.329848,0
956,3,1383,,1873,2025-11-25 20:27:32.329849,2025-11-25 20:27:32.329850,0
957,4,1184,,1874,2025-11-25 20:27:32.329851,2025-11-25 20:27:32.329852,0
957,6,1032,,1875,2025-11-25 20:27:32.329853,2025-11-25 20:27:32.329854,0
957,1,1027,,1876,2025-11-25 20:27:32.329855,2025-11-25 20:27:32.329856,0
958,3,692,,1877,2025-11-25 20:27:32.329857,2025-11-25 20:27:32.329858,0
958,5,330,,1878,2025-11-25 20:27:32.329860,2025-11-25 20:27:32.329861,0
959,2,1321,,1879,2025-11-25 20:27:32.329862,2025-11-25 20:27:32.329863,0
959,5,436,,1880,2025-11-25 20:27:32.329864,2025-11-25 20:27:32.329865,0
959,3,299,,1881,2025-11-25 20:27:32.329866,2025-11-25 20:27:32.329867,0
960,1,1218,,1882,2025-11-25 20:27:32.329868,2025-11-25 20:27:32.329886,0
960,2,1318,,1883,2025-11-25 20:27:32.329887,2025-11-25 20:27:32.329888,0
961,3,1522,,1884,2025-11-25 20:27:32.329890,2025-11-25 20:27:32.329891,0
961,5,509,,1885,2025-11-25 20:27:32.329892,2025-11-25 20:27:32.329893,0
961,1,1980,,1886,2025-11-25 20:27:32.329894,2025-11-25 20:27:32.329895,0
962,2,1309,,1887,2025-11-25 20:27:32.329896,2025-11-25 20:27:32.329897,0
962,4,783,,1888,2025-11-25 20:27:32.329898,2025-11-25 20:27:32.329899,0
963,6,1387,,1889,2025-11-25 20:27:32.329900,2025-11-25 20:27:32.329901,0
964,3,1396,,1890,2025-11-25 20:27:32.329902,2025-11-25 20:27:32.329903,0
964,6,1851,,1891,2025-11-25 20:27:32.329904,2025-11-25 20:27:32.329905,0
964,5,545,,1892,2025-11-25 20:27:32.329907,2025-11-25 20:27:32.329907,0
965,2,781,,1893,2025-11-25 20:27:32.329909,2025-11-25 20:27:32.329910,0
966,1,1124,,1894,2025-11-25 20:27:32.329911,2025-11-25 20:27:32.329912,0
966,3,1048,,1895,2025-11-25 20:27:32.329913,2025-11-25 20:27:32.329914,0
967,1,1160,,1896,2025-11-25 20:27:32.329915,2025-11-25 20:27:32.329916,0
967,2,912,,1897,2025-11-25 20:27:32.329917,2025-11-25 20:27:32.329918,0
968,4,554,,1898,2025-11-25 20:27:32.329919,2025-11-25 20:27:32.329920,0
968,6,1202,,1899,2025-11-25 20:27:32.329921,2025-11-25 20:27:32.329922,0
968,3,131,,1900,2025-11-25 20:27:32.329923,2025-11-25 20:27:32.329924,0
969,5,342,,1901,2025-11-25 20:27:32.329926,2025-11-25 20:27:32.329927,0
970,1,210,,1902,2025-11-25 20:27:32.329928,2025-11-25 20:27:32.329929,0
970,5,263,,1903,2025-11-25 20:27:32.329930,2025-11-25 20:27:32.329931,0
971,4,1336,,1904,2025-11-25 20:27:32.329932,2025-11-25 20:27:32.329933,0
971,2,181,,1905,2025-11-25 20:27:32.329934,2025-11-25 20:27:32.329935,0
972,4,196,,1906,2025-11-25 20:27:32.329936,2025-11-25 20:27:32.329937,0
972,2,1202,,1907,2025-11-25 20:27:32.329938,2025-11-25 20:27:32.329939,0
973,4,1142,,1908,2025-11-25 20:27:32.329940,2025-11-25 20:27:32.329941,0
974,1,1068,,1909,2025-11-25 20:27:32.329984,2025-11-25 20:27:32.329985,0
974,2,108,,1910,2025-11-25 20:27:32.329986,2025-11-25 20:27:32.329987,0
974,5,548,,1911,2025-11-25 20:27:32.329988,2025-11-25 20:27:32.330012,0
975,6,1402,,1912,2025-11-25 20:27:32.330013,2025-11-25 20:27:32.330014,0
976,5,445,,1913,2025-11-25 20:27:32.330015,2025-11-25 20:27:32.330016,0
977,3,156,,1914,2025-11-25 20:27:32.330017,2025-11-25 20:27:32.330018,0
978,3,1199,,1915,2025-11-25 20:27:32.330020,2025-11-25 20:27:32.330021,0
978,4,1839,,1916,2025-11-25 20:27:32.330022,2025-11-25 20:27:32.330023,0
979,6,1112,,1917,2025-11-25 20:27:32.330024,2025-11-25 20:27:32.330025,0
979,2,1859,,1918,2025-11-25 20:27:32.330026,2025-11-25 20:27:32.330027,0
980,3,1383,,1919,2025-11-25 20:27:32.330028,2025-11-25 20:27:32.330029,0
980,6,1832,,1920,2025-11-25 20:27:32.330030,2025-11-25 20:27:32.330031,0
981,2,1710,,1921,2025-11-25 20:27:32.330032,2025-11-25 20:27:32.330033,0
982,1,1489,,1922,2025-11-25 20:27:32.330034,2025-11-25 20:27:32.330035,0
982,3,1403,,1923,2025-11-25 20:27:32.330037,2025-11-25 20:27:32.330038,0
982,6,514,,1924,2025-11-25 20:27:32.330039,2025-11-25 20:27:32.330040,0
983,2,1690,,1925,2025-11-25 20:27:32.330041,2025-11-25 20:27:32.330042,0
984,2,1789,,1926,2025-11-25 20:27:32.330043,2025-11-25 20:27:32.330044,0
984,3,1778,,1927,2025-11-25 20:27:32.330045,2025-11-25 20:27:32.330046,0
985,2,1962,,1928,2025-11-25 20:27:32.330047,2025-11-25 20:27:32.330048,0
986,6,1421,,1929,2025-11-25 20:27:32.330049,2025-11-25 20:27:32.330050,0
986,2,1564,,1930,2025-11-25 20:27:32.330051,2025-11-25 20:27:32.330052,0
987,2,1726,,1931,2025-11-25 20:27:32.330053,2025-11-25 20:27:32.330054,0
987,6,1686,,1932,2025-11-25 20:27:32.330055,2025-11-25 20:27:32.330056,0
988,3,1287,,1933,2025-11-25 20:27:32.330058,2025-11-25 20:27:32.330059,0
988,4,469,,1934,2025-11-25 20:27:32.330060,2025-11-25 20:27:32.330061,0
989,1,1951,,1935,2025-11-25 20:27:32.330062,2025-11-25 20:27:32.330063,0
989,4,1977,,1936,2025-11-25 20:27:32.330064,2025-11-25 20:27:32.330065,0
989,2,51,,1937,2025-11-25 20:27:32.330066,2025-11-25 20:27:32.330067,0
990,1,1952,,1938,2025-11-25 20:27:32.330068,2025-11-25 20:27:32.330069,0
990,3,1807,,1939,2025-11-25 20:27:32.330070,2025-11-25 20:27:32.330071,0
990,5,279,,1940,2025-11-25 20:27:32.330072,2025-11-25 20:27:32.330073,0
991,4,697,,1941,2025-11-25 20:27:32.330074,2025-11-25 20:27:32.330075,0
992,2,477,,1942,2025-11-25 20:27:32.330076,2025-11-25 20:27:32.330077,0
992,3,112,,1943,2025-11-25 20:27:32.330078,2025-11-25 20:27:32.330079,0
993,5,1355,,1944,2025-11-25 20:27:32.330081,2025-11-25 20:27:32.330082,0
994,1,567,,1945,2025-11-25 20:27:32.330083,2025-11-25 20:27:32.330084,0
994,6,1015,,1946,2025-11-25 20:27:32.330085,2025-11-25 20:27:32.330086,0
995,3,946,,1947,2025-11-25 20:27:32.330087,2025-11-25 20:27:32.330088,0
996,3,1796,,1948,2025-11-25 20:27:32.330089,2025-11-25 20:27:32.330090,0
997,2,1690,,1949,2025-11-25 20:27:32.330091,2025-11-25 20:27:32.330092,0
998,2,401,,1950,2025-11-25 20:27:32.330093,2025-11-25 20:27:32.330094,0
999,2,1263,,1951,2025-11-25 20:27:32.330095,2025-11-25 20:27:32.330096,0
999,3,820,,1952,2025-11-25 20:27:32.330097,2025-11-25 20:27:32.330098,0
1000,4,1273,,1953,2025-11-25 20:27:32.330099,2025-11-25 20:27:32.330100,0
1001,5,978,,1954,2025-11-25 20:27:32.425490,2025-11-25 20:27:32.425492,0
1002,4,1334,,1955,2025-11-25 20:27:32.425494,2025-11-25 20:27:32.425495,0
1003,3,1497,,1956,2025-11-25 20:27:32.425496,2025-11-25 20:27:32.425497,0
1003,6,873,,1957,2025-11-25 20:27:32.425498,2025-11-25 20:27:32.425499,0
1003,1,98,,1958,2025-11-25 20:27:32.425501,2025-11-25 20:27:32.425502,0
1004,1,961,,1959,2025-11-25 20:27:32.425503,2025-11-25 20:27:32.425504,0
1005,1,998,,1960,2025-11-25 20:27:32.425505,2025-11-25 20:27:32.425506,0
1006,1,149,,1961,2025-11-25 20:27:32.425507,2025-11-25 20:27:32.425508,0
1006,4,119,,1962,2025-11-25 20:27:32.425509,2025-11-25 20:27:32.425510,0
1006,3,1500,,1963,2025-11-25 20:27:32.425511,2025-11-25 20:27:32.425512,0
1007,4,359,,1964,2025-11-25 20:27:32.425513,2025-11-25 20:27:32.425514,0
1007,5,595,,1965,2025-11-25 20:27:32.425516,2025-11-25 20:27:32.425517,0
1008,5,906,,1966,2025-11-25 20:27:32.425518,2025-11-25 20:27:32.425519,0
1008,3,454,,1967,2025-11-25 20:27:32.425520,2025-11-25 20:27:32.425521,0
1008,6,1159,,1968,2025-11-25 20:27:32.425537,2025-11-25 20:27:32.425539,0
1009,4,1633,,1969,2025-11-25 20:27:32.425540,2025-11-25 20:27:32.425541,0
1009,2,1564,,1970,2025-11-25 20:27:32.425543,2025-11-25 20:27:32.425544,0
1010,6,857,,1971,2025-11-25 20:27:32.425545,2025-11-25 20:27:32.425546,0
1010,5,1547,,1972,2025-11-25 20:27:32.425547,2025-11-25 20:27:32.425548,0
1010,4,1506,,1973,2025-11-25 20:27:32.425549,2025-11-25 20:27:32.425550,0
1011,3,1362,,1974,2025-11-25 20:27:32.425551,2025-11-25 20:27:32.425552,0
1012,3,1449,,1975,2025-11-25 20:27:32.425553,2025-11-25 20:27:32.425554,0
1012,4,971,,1976,2025-11-25 20:27:32.425555,2025-11-25 20:27:32.425556,0
1013,4,1553,,1977,2025-11-25 20:27:32.425558,2025-11-25 20:27:32.425558,0
1013,2,560,,1978,2025-11-25 20:27:32.425560,2025-11-25 20:27:32.425561,0
1014,6,1717,,1979,2025-11-25 20:27:32.425562,2025-11-25 20:27:32.425563,0
1014,2,250,,1980,2025-11-25 20:27:32.425564,2025-11-25 20:27:32.425565,0
1014,3,1714,,1981,2025-11-25 20:27:32.425566,2025-11-25 20:27:32.425567,0
1015,3,963,,1982,2025-11-25 20:27:32.425568,2025-11-25 20:27:32.425569,0
1016,2,1893,,1983,2025-11-25 20:27:32.425570,2025-11-25 20:27:32.425571,0
1017,1,1091,,1984,2025-11-25 20:27:32.425572,2025-11-25 20:27:32.425573,0
1017,3,907,,1985,2025-11-25 20:27:32.425574,2025-11-25 20:27:32.425575,0
1017,6,118,,1986,2025-11-25 20:27:32.425576,2025-11-25 20:27:32.425577,0
1018,4,519,,1987,2025-11-25 20:27:32.425579,2025-11-25 20:27:32.425580,0
1019,6,59,,1988,2025-11-25 20:27:32.425581,2025-11-25 20:27:32.425582,0
1020,4,1372,,1989,2025-11-25 20:27:32.425583,2025-11-25 20:27:32.425584,0
1021,6,1670,,1990,2025-11-25 20:27:32.425585,2025-11-25 20:27:32.425586,0
1021,3,1274,,1991,2025-11-25 20:27:32.425587,2025-11-25 20:27:32.425588,0
1021,1,143,,1992,2025-11-25 20:27:32.425589,2025-11-25 20:27:32.425590,0
1022,5,478,,1993,2025-11-25 20:27:32.425591,2025-11-25 20:27:32.425592,0
1022,2,307,,1994,2025-11-25 20:27:32.425593,2025-11-25 20:27:32.425594,0
1023,3,1260,,1995,2025-11-25 20:27:32.425595,2025-11-25 20:27:32.425596,0
1023,5,566,,1996,2025-11-25 20:27:32.425597,2025-11-25 20:27:32.425598,0
1024,3,328,,1997,2025-11-25 20:27:32.425599,2025-11-25 20:27:32.425600,0
1024,2,1530,,1998,2025-11-25 20:27:32.425602,2025-11-25 20:27:32.425602,0
1025,1,1400,,1999,2025-11-25 20:27:32.425604,2025-11-25 20:27:32.425605,0
1025,4,723,,2000,2025-11-25 20:27:32.425606,2025-11-25 20:27:32.425607,0
1026,6,922,,2001,2025-11-25 20:27:32.425608,2025-11-25 20:27:32.425609,0
1027,1,519,,2002,2025-11-25 20:27:32.425610,2025-11-25 20:27:32.425614,0
1028,3,738,,2003,2025-11-25 20:27:32.425615,2025-11-25 20:27:32.425616,0
1029,4,1194,,2004,2025-11-25 20:27:32.425617,2025-11-25 20:27:32.425618,0
1030,2,1836,,2005,2025-11-25 20:27:32.425619,2025-11-25 20:27:32.425620,0
1030,1,312,,2006,2025-11-25 20:27:32.425621,2025-11-25 20:27:32.425622,0
1030,5,101,,2007,2025-11-25 20:27:32.425623,2025-11-25 20:27:32.425624,0
1031,5,1452,,2008,2025-11-25 20:27:32.425625,2025-11-25 20:27:32.425626,0
1032,1,117,,2009,2025-11-25 20:27:32.425627,2025-11-25 20:27:32.425628,0
1033,3,1644,,2010,2025-11-25 20:27:32.425630,2025-11-25 20:27:32.425631,0
1034,2,1844,,2011,2025-11-25 20:27:32.425632,2025-11-25 20:27:32.425633,0
1034,1,1326,,2012,2025-11-25 20:27:32.425634,2025-11-25 20:27:32.425635,0
1035,1,1449,,2013,2025-11-25 20:27:32.425636,2025-11-25 20:27:32.425637,0
1035,6,768,,2014,2025-11-25 20:27:32.425638,2025-11-25 20:27:32.425639,0
1035,3,1230,,2015,2025-11-25 20:27:32.425640,2025-11-25 20:27:32.425641,0
1036,3,1627,,2016,2025-11-25 20:27:32.425642,2025-11-25 20:27:32.425643,0
1036,4,242,,2017,2025-11-25 20:27:32.425644,2025-11-25 20:27:32.425645,0
1037,3,138,,2018,2025-11-25 20:27:32.425647,2025-11-25 20:27:32.425648,0
1038,1,1618,,2019,2025-11-25 20:27:32.425649,2025-11-25 20:27:32.425650,0
1039,6,117,,2020,2025-11-25 20:27:32.425651,2025-11-25 20:27:32.425652,0
1039,4,97,,2021,2025-11-25 20:27:32.425653,2025-11-25 20:27:32.425654,0
1039,3,1198,,2022,2025-11-25 20:27:32.425655,2025-11-25 20:27:32.425656,0
1040,6,768,,2023,2025-11-25 20:27:32.425657,2025-11-25 20:27:32.425658,0
1041,2,494,,2024,2025-11-25 20:27:32.425659,2025-11-25 20:27:32.425660,0
1041,6,1642,,2025,2025-11-25 20:27:32.425661,2025-11-25 20:27:32.425662,0
1041,3,1631,,2026,2025-11-25 20:27:32.425663,2025-11-25 20:27:32.425664,0
1042,2,226,,2027,2025-11-25 20:27:32.425666,2025-11-25 20:27:32.425667,0
1042,6,889,,2028,2025-11-25 20:27:32.425668,2025-11-25 20:27:32.425669,0
