transaction_code,move_type,product_id,warehouse_id,qty_change,balance_after,operator_id,remark,id,created_at,updated_at,is_deleted
INIT-#a4d640-2723,inbound,2724,2,325,325,1,系统初始化入库,5353,2025-11-25 20:27:34.169755,2025-11-25 20:27:34.169756,0
INIT-#9bf8df-2723,inbound,2724,5,975,975,1,系统初始化入库,5354,2025-11-25 20:27:34.169757,2025-11-25 20:27:34.169758,0
INIT-#c7d979-2724,inbound,2725,5,570,570,1,系统初始化入库,5355,2025-11-25 20:27:34.169760,2025-11-25 20:27:34.169761,0
INIT-#52a064-2724,inbound,2725,1,229,229,1,系统初始化入库,5356,2025-11-25 20:27:34.169762,2025-11-25 20:27:34.169763,0
INIT-#f6ebff-2725,inbound,2726,4,957,957,1,系统初始化入库,5357,2025-11-25 20:27:34.169765,2025-11-25 20:27:34.169766,0
INIT-#29fd5b-2725,inbound,2726,2,254,254,1,系统初始化入库,5358,2025-11-25 20:27:34.169767,2025-11-25 20:27:34.169768,0
INIT-#73b419-2725,inbound,2726,3,214,214,1,系统初始化入库,5359,2025-11-25 20:27:34.169769,2025-11-25 20:27:34.169771,0
INIT-#d44fcd-2726,inbound,2727,1,1798,1798,1,系统初始化入库,5360,2025-11-25 20:27:34.169772,2025-11-25 20:27:34.169773,0
INIT-#e5500f-2726,inbound,2727,2,525,525,1,系统初始化入库,5361,2025-11-25 20:27:34.169774,2025-11-25 20:27:34.169775,0
INIT-#134a2e-2726,inbound,2727,4,1465,1465,1,系统初始化入库,5362,2025-11-25 20:27:34.169777,2025-11-25 20:27:34.169778,0
INIT-#8e262c-2727,inbound,2728,3,1334,1334,1,系统初始化入库,5363,2025-11-25 20:27:34.169779,2025-11-25 20:27:34.169780,0
INIT-#209aca-2727,inbound,2728,6,1567,1567,1,系统初始化入库,5364,2025-11-25 20:27:34.169781,2025-11-25 20:27:34.169783,0
INIT-#34948e-2728,inbound,2729,6,1306,1306,1,系统初始化入库,5365,2025-11-25 20:27:34.169784,2025-11-25 20:27:34.169785,0
INIT-#c64259-2728,inbound,2729,4,908,908,1,系统初始化入库,5366,2025-11-25 20:27:34.169786,2025-11-25 20:27:34.169787,0
INIT-#dc885c-2728,inbound,2729,3,1771,1771,1,系统初始化入库,5367,2025-11-25 20:27:34.169789,2025-11-25 20:27:34.169790,0
INIT-#c29424-2729,inbound,2730,1,227,227,1,系统初始化入库,5368,2025-11-25 20:27:34.169791,2025-11-25 20:27:34.169792,0
INIT-#68d255-2730,inbound,2731,4,1189,1189,1,系统初始化入库,5369,2025-11-25 20:27:34.169794,2025-11-25 20:27:34.169795,0
INIT-#2791e4-2731,inbound,2732,1,1965,1965,1,系统初始化入库,5370,2025-11-25 20:27:34.169796,2025-11-25 20:27:34.169797,0
INIT-#63297e-2731,inbound,2732,5,840,840,1,系统初始化入库,5371,2025-11-25 20:27:34.169798,2025-11-25 20:27:34.169799,0
INIT-#7f04f0-2731,inbound,2732,2,998,998,1,系统初始化入库,5372,2025-11-25 20:27:34.169801,2025-11-25 20:27:34.169802,0
INIT-#64165f-2732,inbound,2733,5,1259,1259,1,系统初始化入库,5373,2025-11-25 20:27:34.169803,2025-11-25 20:27:34.169805,0
INIT-#b5be4d-2732,inbound,2733,3,1401,1401,1,系统初始化入库,5374,2025-11-25 20:27:34.169806,2025-11-25 20:27:34.169807,0
INIT-#6d2094-2733,inbound,2734,4,982,982,1,系统初始化入库,5375,2025-11-25 20:27:34.169808,2025-11-25 20:27:34.169810,0
INIT-#ab5627-2733,inbound,2734,6,1341,1341,1,系统初始化入库,5376,2025-11-25 20:27:34.169811,2025-11-25 20:27:34.169812,0
INIT-#b4577e-2734,inbound,2735,2,1329,1329,1,系统初始化入库,5377,2025-11-25 20:27:34.169813,2025-11-25 20:27:34.169815,0
INIT-#6fc049-2734,inbound,2735,6,142,142,1,系统初始化入库,5378,2025-11-25 20:27:34.169816,2025-11-25 20:27:34.169817,0
INIT-#291447-2735,inbound,2736,1,1141,1141,1,系统初始化入库,5379,2025-11-25 20:27:34.169822,2025-11-25 20:27:34.169823,0
INIT-#5812b9-2735,inbound,2736,3,1760,1760,1,系统初始化入库,5380,2025-11-25 20:27:34.169825,2025-11-25 20:27:34.169826,0
INIT-#9403e0-2735,inbound,2736,4,126,126,1,系统初始化入库,5381,2025-11-25 20:27:34.169827,2025-11-25 20:27:34.169828,0
INIT-#46776b-2736,inbound,2737,4,1603,1603,1,系统初始化入库,5382,2025-11-25 20:27:34.169829,2025-11-25 20:27:34.169830,0
INIT-#ae18ca-2736,inbound,2737,2,1858,1858,1,系统初始化入库,5383,2025-11-25 20:27:34.169832,2025-11-25 20:27:34.169833,0
INIT-#dcb651-2736,inbound,2737,6,221,221,1,系统初始化入库,5384,2025-11-25 20:27:34.169834,2025-11-25 20:27:34.169835,0
INIT-#cffdc6-2737,inbound,2738,1,1815,1815,1,系统初始化入库,5385,2025-11-25 20:27:34.169837,2025-11-25 20:27:34.169838,0
INIT-#934341-2737,inbound,2738,6,1666,1666,1,系统初始化入库,5386,2025-11-25 20:27:34.169839,2025-11-25 20:27:34.169840,0
INIT-#24270d-2738,inbound,2739,3,1568,1568,1,系统初始化入库,5387,2025-11-25 20:27:34.169841,2025-11-25 20:27:34.169842,0
INIT-#086617-2738,inbound,2739,2,1133,1133,1,系统初始化入库,5388,2025-11-25 20:27:34.169844,2025-11-25 20:27:34.169845,0
INIT-#17bab6-2738,inbound,2739,1,1821,1821,1,系统初始化入库,5389,2025-11-25 20:27:34.169846,2025-11-25 20:27:34.169847,0
INIT-#a3cc02-2739,inbound,2740,3,727,727,1,系统初始化入库,5390,2025-11-25 20:27:34.169848,2025-11-25 20:27:34.169850,0
INIT-#393101-2739,inbound,2740,1,335,335,1,系统初始化入库,5391,2025-11-25 20:27:34.169851,2025-11-25 20:27:34.169852,0
INIT-#5f4a35-2740,inbound,2741,1,1149,1149,1,系统初始化入库,5392,2025-11-25 20:27:34.169853,2025-11-25 20:27:34.169854,0
INIT-#2b983a-2740,inbound,2741,2,1230,1230,1,系统初始化入库,5393,2025-11-25 20:27:34.169856,2025-11-25 20:27:34.169857,0
INIT-#54bef3-2740,inbound,2741,4,1813,1813,1,系统初始化入库,5394,2025-11-25 20:27:34.169858,2025-11-25 20:27:34.169859,0
INIT-#f2d792-2741,inbound,2742,4,1443,1443,1,系统初始化入库,5395,2025-11-25 20:27:34.169860,2025-11-25 20:27:34.169862,0
INIT-#53fb04-2742,inbound,2743,1,1885,1885,1,系统初始化入库,5396,2025-11-25 20:27:34.169863,2025-11-25 20:27:34.169864,0
INIT-#96e128-2742,inbound,2743,3,1276,1276,1,系统初始化入库,5397,2025-11-25 20:27:34.169865,2025-11-25 20:27:34.169867,0
INIT-#55af60-2743,inbound,2744,4,1146,1146,1,系统初始化入库,5398,2025-11-25 20:27:34.169868,2025-11-25 20:27:34.169869,0
INIT-#5f7c05-2744,inbound,2745,1,638,638,1,系统初始化入库,5399,2025-11-25 20:27:34.169870,2025-11-25 20:27:34.169871,0
INIT-#1b2ced-2744,inbound,2745,5,395,395,1,系统初始化入库,5400,2025-11-25 20:27:34.169873,2025-11-25 20:27:34.169874,0
INIT-#d37e8f-2745,inbound,2746,5,261,261,1,系统初始化入库,5401,2025-11-25 20:27:34.169875,2025-11-25 20:27:34.169876,0
INIT-#12bda2-2746,inbound,2747,6,1276,1276,1,系统初始化入库,5402,2025-11-25 20:27:34.169877,2025-11-25 20:27:34.169878,0
INIT-#840a55-2747,inbound,2748,2,1918,1918,1,系统初始化入库,5403,2025-11-25 20:27:34.169880,2025-11-25 20:27:34.169881,0
INIT-#00a3a3-2747,inbound,2748,5,196,196,1,系统初始化入库,5404,2025-11-25 20:27:34.169882,2025-11-25 20:27:34.169883,0
INIT-#9b9faa-2748,inbound,2749,3,1655,1655,1,系统初始化入库,5405,2025-11-25 20:27:34.169885,2025-11-25 20:27:34.169886,0
INIT-#4a6069-2748,inbound,2749,4,148,148,1,系统初始化入库,5406,2025-11-25 20:27:34.169887,2025-11-25 20:27:34.169888,0
INIT-#02ce56-2748,inbound,2749,6,1404,1404,1,系统初始化入库,5407,2025-11-25 20:27:34.169890,2025-11-25 20:27:34.169891,0
INIT-#ab4d66-2749,inbound,2750,6,1471,1471,1,系统初始化入库,5408,2025-11-25 20:27:34.169892,2025-11-25 20:27:34.169893,0
INIT-#ec53c1-2750,inbound,2751,5,1333,1333,1,系统初始化入库,5409,2025-11-25 20:27:34.169894,2025-11-25 20:27:34.169895,0
INIT-#60b6d7-2751,inbound,2752,3,1940,1940,1,系统初始化入库,5410,2025-11-25 20:27:34.169896,2025-11-25 20:27:34.169898,0
INIT-#eb104e-2751,inbound,2752,1,1636,1636,1,系统初始化入库,5411,2025-11-25 20:27:34.169899,2025-11-25 20:27:34.169900,0
INIT-#483e07-2752,inbound,2753,6,350,350,1,系统初始化入库,5412,2025-11-25 20:27:34.169901,2025-11-25 20:27:34.169902,0
INIT-#db2d34-2752,inbound,2753,4,781,781,1,系统初始化入库,5413,2025-11-25 20:27:34.169904,2025-11-25 20:27:34.169905,0
INIT-#650cba-2753,inbound,2754,5,1117,1117,1,系统初始化入库,5414,2025-11-25 20:27:34.169906,2025-11-25 20:27:34.169907,0
INIT-#0e377a-2753,inbound,2754,2,1935,1935,1,系统初始化入库,5415,2025-11-25 20:27:34.169908,2025-11-25 20:27:34.169909,0
INIT-#02d59b-2753,inbound,2754,3,115,115,1,系统初始化入库,5416,2025-11-25 20:27:34.169911,2025-11-25 20:27:34.169912,0
INIT-#74c434-2754,inbound,2755,6,193,193,1,系统初始化入库,5417,2025-11-25 20:27:34.169913,2025-11-25 20:27:34.169914,0
INIT-#df632f-2755,inbound,2756,6,692,692,1,系统初始化入库,5418,2025-11-25 20:27:34.169915,2025-11-25 20:27:34.169917,0
INIT-#34343b-2755,inbound,2756,5,307,307,1,系统初始化入库,5419,2025-11-25 20:27:34.169918,2025-11-25 20:27:34.169919,0
INIT-#102067-2756,inbound,2757,4,59,59,1,系统初始化入库,5420,2025-11-25 20:27:34.169920,2025-11-25 20:27:34.169921,0
INIT-#c31240-2756,inbound,2757,2,1092,1092,1,系统初始化入库,5421,2025-11-25 20:27:34.169923,2025-11-25 20:27:34.169924,0
INIT-#f31e5d-2756,inbound,2757,3,1426,1426,1,系统初始化入库,5422,2025-11-25 20:27:34.169925,2025-11-25 20:27:34.169926,0
INIT-#a9fb40-2757,inbound,2758,2,1829,1829,1,系统初始化入库,5423,2025-11-25 20:27:34.169927,2025-11-25 20:27:34.169929,0
INIT-#e7703b-2757,inbound,2758,5,1588,1588,1,系统初始化入库,5424,2025-11-25 20:27:34.169930,2025-11-25 20:27:34.169931,0
INIT-#311397-2757,inbound,2758,4,995,995,1,系统初始化入库,5425,2025-11-25 20:27:34.169932,2025-11-25 20:27:34.169933,0
INIT-#85cded-2758,inbound,2759,4,472,472,1,系统初始化入库,5426,2025-11-25 20:27:34.169934,2025-11-25 20:27:34.169936,0
INIT-#601432-2759,inbound,2760,1,345,345,1,系统初始化入库,5427,2025-11-25 20:27:34.169937,2025-11-25 20:27:34.169938,0
INIT-#e413fb-2760,inbound,2761,2,1646,1646,1,系统初始化入库,5428,2025-11-25 20:27:34.169939,2025-11-25 20:27:34.169940,0
INIT-#85f985-2760,inbound,2761,3,352,352,1,系统初始化入库,5429,2025-11-25 20:27:34.169942,2025-11-25 20:27:34.169943,0
INIT-#514394-2761,inbound,2762,5,386,386,1,系统初始化入库,5430,2025-11-25 20:27:34.169944,2025-11-25 20:27:34.169945,0
INIT-#3e4001-2762,inbound,2763,6,1341,1341,1,系统初始化入库,5431,2025-11-25 20:27:34.169946,2025-11-25 20:27:34.169947,0
INIT-#a5e299-2762,inbound,2763,1,787,787,1,系统初始化入库,5432,2025-11-25 20:27:34.169949,2025-11-25 20:27:34.169950,0
INIT-#42ef71-2762,inbound,2763,5,1398,1398,1,系统初始化入库,5433,2025-11-25 20:27:34.169951,2025-11-25 20:27:34.169952,0
INIT-#54316e-2763,inbound,2764,6,989,989,1,系统初始化入库,5434,2025-11-25 20:27:34.169953,2025-11-25 20:27:34.169955,0
INIT-#a80cac-2764,inbound,2765,4,732,732,1,系统初始化入库,5435,2025-11-25 20:27:34.169956,2025-11-25 20:27:34.169957,0
INIT-#c8ba5f-2764,inbound,2765,2,256,256,1,系统初始化入库,5436,2025-11-25 20:27:34.169958,2025-11-25 20:27:34.169960,0
INIT-#d3f965-2764,inbound,2765,6,1673,1673,1,系统初始化入库,5437,2025-11-25 20:27:34.169961,2025-11-25 20:27:34.169962,0
INIT-#f73dc1-2765,inbound,2766,6,946,946,1,系统初始化入库,5438,2025-11-25 20:27:34.169963,2025-11-25 20:27:34.169964,0
INIT-#1d1adc-2766,inbound,2767,2,1868,1868,1,系统初始化入库,5439,2025-11-25 20:27:34.169966,2025-11-25 20:27:34.169967,0
INIT-#4ba9b2-2766,inbound,2767,6,1949,1949,1,系统初始化入库,5440,2025-11-25 20:27:34.169968,2025-11-25 20:27:34.169969,0
INIT-#f54f65-2767,inbound,2768,1,262,262,1,系统初始化入库,5441,2025-11-25 20:27:34.169971,2025-11-25 20:27:34.169972,0
INIT-#625704-2767,inbound,2768,3,1509,1509,1,系统初始化入库,5442,2025-11-25 20:27:34.169973,2025-11-25 20:27:34.169974,0
INIT-#b34b8a-2768,inbound,2769,6,1904,1904,1,系统初始化入库,5443,2025-11-25 20:27:34.169976,2025-11-25 20:27:34.169977,0
INIT-#d24cf0-2768,inbound,2769,4,713,713,1,系统初始化入库,5444,2025-11-25 20:27:34.169978,2025-11-25 20:27:34.169979,0
INIT-#e03b6c-2769,inbound,2770,6,82,82,1,系统初始化入库,5445,2025-11-25 20:27:34.169980,2025-11-25 20:27:34.169981,0
INIT-#8f5ec8-2769,inbound,2770,3,533,533,1,系统初始化入库,5446,2025-11-25 20:27:34.169983,2025-11-25 20:27:34.169984,0
INIT-#95dd98-2769,inbound,2770,2,486,486,1,系统初始化入库,5447,2025-11-25 20:27:34.169985,2025-11-25 20:27:34.169986,0
INIT-#98a8a0-2770,inbound,2771,2,776,776,1,系统初始化入库,5448,2025-11-25 20:27:34.169988,2025-11-25 20:27:34.169989,0
INIT-#cf0ea1-2770,inbound,2771,3,1348,1348,1,系统初始化入库,5449,2025-11-25 20:27:34.169990,2025-11-25 20:27:34.169991,0
INIT-#13361c-2770,inbound,2771,5,1438,1438,1,系统初始化入库,5450,2025-11-25 20:27:34.169992,2025-11-25 20:27:34.169994,0
INIT-#abbf3b-2771,inbound,2772,4,985,985,1,系统初始化入库,5451,2025-11-25 20:27:34.169995,2025-11-25 20:27:34.169996,0
INIT-#4b8c10-2771,inbound,2772,1,1206,1206,1,系统初始化入库,5452,2025-11-25 20:27:34.169997,2025-11-25 20:27:34.169998,0
INIT-#5f9c24-2771,inbound,2772,3,1119,1119,1,系统初始化入库,5453,2025-11-25 20:27:34.169999,2025-11-25 20:27:34.170001,0
INIT-#ac1758-2772,inbound,2773,3,1990,1990,1,系统初始化入库,5454,2025-11-25 20:27:34.170002,2025-11-25 20:27:34.170003,0
INIT-#70bf49-2772,inbound,2773,1,159,159,1,系统初始化入库,5455,2025-11-25 20:27:34.170004,2025-11-25 20:27:34.170005,0
INIT-#5a4a42-2772,inbound,2773,5,895,895,1,系统初始化入库,5456,2025-11-25 20:27:34.170007,2025-11-25 20:27:34.170008,0
INIT-#25a8ec-2773,inbound,2774,2,1192,1192,1,系统初始化入库,5457,2025-11-25 20:27:34.170009,2025-11-25 20:27:34.170010,0
INIT-#3645dc-2773,inbound,2774,5,111,111,1,系统初始化入库,5458,2025-11-25 20:27:34.170011,2025-11-25 20:27:34.170012,0
INIT-#f0209d-2773,inbound,2774,1,1075,1075,1,系统初始化入库,5459,2025-11-25 20:27:34.170014,2025-11-25 20:27:34.170015,0
INIT-#95f3d9-2774,inbound,2775,4,1990,1990,1,系统初始化入库,5460,2025-11-25 20:27:34.170016,2025-11-25 20:27:34.170017,0
INIT-#82ebc8-2774,inbound,2775,3,748,748,1,系统初始化入库,5461,2025-11-25 20:27:34.170018,2025-11-25 20:27:34.170019,0
INIT-#838616-2775,inbound,2776,3,602,602,1,系统初始化入库,5462,2025-11-25 20:27:34.170021,2025-11-25 20:27:34.170022,0
INIT-#40d73c-2775,inbound,2776,2,1379,1379,1,系统初始化入库,5463,2025-11-25 20:27:34.170023,2025-11-25 20:27:34.170024,0
INIT-#90b337-2775,inbound,2776,5,1601,1601,1,系统初始化入库,5464,2025-11-25 20:27:34.170025,2025-11-25 20:27:34.170026,0
INIT-#196a9a-2776,inbound,2777,4,264,264,1,系统初始化入库,5465,2025-11-25 20:27:34.170028,2025-11-25 20:27:34.170029,0
INIT-#5b0fcd-2777,inbound,2778,3,1845,1845,1,系统初始化入库,5466,2025-11-25 20:27:34.170030,2025-11-25 20:27:34.170031,0
INIT-#55aca2-2777,inbound,2778,4,1687,1687,1,系统初始化入库,5467,2025-11-25 20:27:34.170032,2025-11-25 20:27:34.170033,0
INIT-#c8f0b7-2778,inbound,2779,3,1827,1827,1,系统初始化入库,5468,2025-11-25 20:27:34.170035,2025-11-25 20:27:34.170036,0
INIT-#1a5b30-2778,inbound,2779,4,1941,1941,1,系统初始化入库,5469,2025-11-25 20:27:34.170037,2025-11-25 20:27:34.170038,0
INIT-#187be3-2778,inbound,2779,5,519,519,1,系统初始化入库,5470,2025-11-25 20:27:34.170039,2025-11-25 20:27:34.170041,0
INIT-#f43755-2779,inbound,2780,5,1522,1522,1,系统初始化入库,5471,2025-11-25 20:27:34.170042,2025-11-25 20:27:34.170043,0
INIT-#2977f3-2779,inbound,2780,3,453,453,1,系统初始化入库,5472,2025-11-25 20:27:34.170044,2025-11-25 20:27:34.170045,0
INIT-#d205db-2779,inbound,2780,6,1051,1051,1,系统初始化入库,5473,2025-11-25 20:27:34.170046,2025-11-25 20:27:34.170048,0
INIT-#44286f-2780,inbound,2781,2,307,307,1,系统初始化入库,5474,2025-11-25 20:27:34.170049,2025-11-25 20:27:34.170050,0
INIT-#2cd46f-2780,inbound,2781,5,1500,1500,1,系统初始化入库,5475,2025-11-25 20:27:34.170051,2025-11-25 20:27:34.170052,0
INIT-#348d2f-2781,inbound,2782,2,909,909,1,系统初始化入库,5476,2025-11-25 20:27:34.170054,2025-11-25 20:27:34.170055,0
INIT-#3b7f36-2781,inbound,2782,6,1006,1006,1,系统初始化入库,5477,2025-11-25 20:27:34.170056,2025-11-25 20:27:34.170057,0
INIT-#795bf4-2781,inbound,2782,5,1931,1931,1,系统初始化入库,5478,2025-11-25 20:27:34.170058,2025-11-25 20:27:34.170059,0
INIT-#821e07-2782,inbound,2783,3,1465,1465,1,系统初始化入库,5479,2025-11-25 20:27:34.170061,2025-11-25 20:27:34.170062,0
INIT-#ef1a42-2782,inbound,2783,1,1562,1562,1,系统初始化入库,5480,2025-11-25 20:27:34.170063,2025-11-25 20:27:34.170064,0
INIT-#1da59a-2783,inbound,2784,5,259,259,1,系统初始化入库,5481,2025-11-25 20:27:34.170065,2025-11-25 20:27:34.170066,0
INIT-#f8f925-2783,inbound,2784,4,750,750,1,系统初始化入库,5482,2025-11-25 20:27:34.170068,2025-11-25 20:27:34.170069,0
INIT-#7c5ec5-2784,inbound,2785,5,910,910,1,系统初始化入库,5483,2025-11-25 20:27:34.170070,2025-11-25 20:27:34.170071,0
INIT-#bd2a10-2784,inbound,2785,6,1689,1689,1,系统初始化入库,5484,2025-11-25 20:27:34.170072,2025-11-25 20:27:34.170073,0
INIT-#d4630a-2785,inbound,2786,1,1293,1293,1,系统初始化入库,5485,2025-11-25 20:27:34.170075,2025-11-25 20:27:34.170076,0
INIT-#aff496-2785,inbound,2786,6,1660,1660,1,系统初始化入库,5486,2025-11-25 20:27:34.170077,2025-11-25 20:27:34.170078,0
INIT-#98f6e8-2786,inbound,2787,4,1635,1635,1,系统初始化入库,5487,2025-11-25 20:27:34.170079,2025-11-25 20:27:34.170080,0
INIT-#0e9959-2786,inbound,2787,3,370,370,1,系统初始化入库,5488,2025-11-25 20:27:34.170082,2025-11-25 20:27:34.170083,0
INIT-#9a334e-2787,inbound,2788,3,1550,1550,1,系统初始化入库,5489,2025-11-25 20:27:34.170084,2025-11-25 20:27:34.170085,0
INIT-#4afa46-2788,inbound,2789,1,1753,1753,1,系统初始化入库,5490,2025-11-25 20:27:34.170087,2025-11-25 20:27:34.170088,0
INIT-#1b07d0-2788,inbound,2789,4,831,831,1,系统初始化入库,5491,2025-11-25 20:27:34.170089,2025-11-25 20:27:34.170090,0
INIT-#68b592-2789,inbound,2790,3,1015,1015,1,系统初始化入库,5492,2025-11-25 20:27:34.170092,2025-11-25 20:27:34.170093,0
INIT-#657ca9-2790,inbound,2791,1,1974,1974,1,系统初始化入库,5493,2025-11-25 20:27:34.170094,2025-11-25 20:27:34.170096,0
INIT-#299b26-2790,inbound,2791,2,1942,1942,1,系统初始化入库,5494,2025-11-25 20:27:34.170097,2025-11-25 20:27:34.170098,0
INIT-#5bb0f4-2790,inbound,2791,3,872,872,1,系统初始化入库,5495,2025-11-25 20:27:34.170100,2025-11-25 20:27:34.170101,0
INIT-#7ea49f-2791,inbound,2792,5,1798,1798,1,系统初始化入库,5496,2025-11-25 20:27:34.170102,2025-11-25 20:27:34.170103,0
INIT-#e68db8-2792,inbound,2793,6,567,567,1,系统初始化入库,5497,2025-11-25 20:27:34.170105,2025-11-25 20:27:34.170106,0
INIT-#180263-2792,inbound,2793,4,1606,1606,1,系统初始化入库,5498,2025-11-25 20:27:34.170107,2025-11-25 20:27:34.170108,0
INIT-#08daad-2793,inbound,2794,2,1748,1748,1,系统初始化入库,5499,2025-11-25 20:27:34.170110,2025-11-25 20:27:34.170111,0
INIT-#13983c-2793,inbound,2794,3,450,450,1,系统初始化入库,5500,2025-11-25 20:27:34.170112,2025-11-25 20:27:34.170113,0
INIT-#cd8344-2794,inbound,2795,5,1448,1448,1,系统初始化入库,5501,2025-11-25 20:27:34.170115,2025-11-25 20:27:34.170116,0
INIT-#1eaa12-2795,inbound,2796,1,871,871,1,系统初始化入库,5502,2025-11-25 20:27:34.170117,2025-11-25 20:27:34.170118,0
INIT-#cd315c-2796,inbound,2797,2,518,518,1,系统初始化入库,5503,2025-11-25 20:27:34.170120,2025-11-25 20:27:34.170121,0
INIT-#f504b8-2797,inbound,2798,4,309,309,1,系统初始化入库,5504,2025-11-25 20:27:34.170122,2025-11-25 20:27:34.170123,0
INIT-#9da893-2797,inbound,2798,5,282,282,1,系统初始化入库,5505,2025-11-25 20:27:34.170124,2025-11-25 20:27:34.170125,0
INIT-#1f96c0-2797,inbound,2798,1,252,252,1,系统初始化入库,5506,2025-11-25 20:27:34.170127,2025-11-25 20:27:34.170128,0
INIT-#0ea239-2798,inbound,2799,2,1874,1874,1,系统初始化入库,5507,2025-11-25 20:27:34.170129,2025-11-25 20:27:34.170130,0
INIT-#6288c6-2798,inbound,2799,4,360,360,1,系统初始化入库,5508,2025-11-25 20:27:34.170131,2025-11-25 20:27:34.170133,0
INIT-#b43720-2798,inbound,2799,6,1688,1688,1,系统初始化入库,5509,2025-11-25 20:27:34.170134,2025-11-25 20:27:34.170135,0
INIT-#292ae6-2799,inbound,2800,2,846,846,1,系统初始化入库,5510,2025-11-25 20:27:34.170136,2025-11-25 20:27:34.170137,0
INIT-#7f35e3-2800,inbound,2801,2,181,181,1,系统初始化入库,5511,2025-11-25 20:27:34.274905,2025-11-25 20:27:34.274908,0
INIT-#82f2c4-2800,inbound,2801,5,1025,1025,1,系统初始化入库,5512,2025-11-25 20:27:34.274910,2025-11-25 20:27:34.274911,0
INIT-#ed68a1-2800,inbound,2801,4,561,561,1,系统初始化入库,5513,2025-11-25 20:27:34.274913,2025-11-25 20:27:34.274914,0
INIT-#e68603-2801,inbound,2802,4,617,617,1,系统初始化入库,5514,2025-11-25 20:27:34.274915,2025-11-25 20:27:34.274916,0
INIT-#3b1690-2801,inbound,2802,3,964,964,1,系统初始化入库,5515,2025-11-25 20:27:34.274918,2025-11-25 20:27:34.274919,0
INIT-#a88524-2802,inbound,2803,4,1907,1907,1,系统初始化入库,5516,2025-11-25 20:27:34.274920,2025-11-25 20:27:34.274921,0
INIT-#1471f6-2802,inbound,2803,1,514,514,1,系统初始化入库,5517,2025-11-25 20:27:34.274923,2025-11-25 20:27:34.274924,0
INIT-#05b3d9-2803,inbound,2804,4,334,334,1,系统初始化入库,5518,2025-11-25 20:27:34.274925,2025-11-25 20:27:34.274926,0
INIT-#16bffd-2804,inbound,2805,5,219,219,1,系统初始化入库,5519,2025-11-25 20:27:34.274927,2025-11-25 20:27:34.274928,0
INIT-#8c7e4d-2804,inbound,2805,2,1480,1480,1,系统初始化入库,5520,2025-11-25 20:27:34.274929,2025-11-25 20:27:34.274930,0
INIT-#e9941c-2805,inbound,2806,4,195,195,1,系统初始化入库,5521,2025-11-25 20:27:34.274932,2025-11-25 20:27:34.274933,0
INIT-#3c259f-2805,inbound,2806,6,1114,1114,1,系统初始化入库,5522,2025-11-25 20:27:34.274934,2025-11-25 20:27:34.274935,0
INIT-#f4263f-2806,inbound,2807,3,1134,1134,1,系统初始化入库,5523,2025-11-25 20:27:34.274936,2025-11-25 20:27:34.274937,0
INIT-#a3af64-2806,inbound,2807,6,424,424,1,系统初始化入库,5524,2025-11-25 20:27:34.274938,2025-11-25 20:27:34.274939,0
INIT-#1e266b-2807,inbound,2808,1,628,628,1,系统初始化入库,5525,2025-11-25 20:27:34.274941,2025-11-25 20:27:34.274942,0
INIT-#0e7a6b-2807,inbound,2808,2,1124,1124,1,系统初始化入库,5526,2025-11-25 20:27:34.274943,2025-11-25 20:27:34.274944,0
INIT-#d067d1-2808,inbound,2809,2,1667,1667,1,系统初始化入库,5527,2025-11-25 20:27:34.274945,2025-11-25 20:27:34.274946,0
INIT-#54947e-2808,inbound,2809,1,868,868,1,系统初始化入库,5528,2025-11-25 20:27:34.274947,2025-11-25 20:27:34.274948,0
INIT-#e567e8-2808,inbound,2809,5,593,593,1,系统初始化入库,5529,2025-11-25 20:27:34.274950,2025-11-25 20:27:34.274951,0
INIT-#3abe09-2809,inbound,2810,5,1383,1383,1,系统初始化入库,5530,2025-11-25 20:27:34.274952,2025-11-25 20:27:34.274953,0
INIT-#719c0d-2809,inbound,2810,1,1600,1600,1,系统初始化入库,5531,2025-11-25 20:27:34.274954,2025-11-25 20:27:34.274955,0
INIT-#6e3c2d-2809,inbound,2810,4,1497,1497,1,系统初始化入库,5532,2025-11-25 20:27:34.274956,2025-11-25 20:27:34.274957,0
INIT-#5b5bf5-2810,inbound,2811,2,79,79,1,系统初始化入库,5533,2025-11-25 20:27:34.274959,2025-11-25 20:27:34.274960,0
INIT-#f38b6e-2810,inbound,2811,6,1506,1506,1,系统初始化入库,5534,2025-11-25 20:27:34.274961,2025-11-25 20:27:34.274962,0
INIT-#1e44fa-2811,inbound,2812,1,512,512,1,系统初始化入库,5535,2025-11-25 20:27:34.274963,2025-11-25 20:27:34.274964,0
INIT-#2c5a63-2811,inbound,2812,4,1682,1682,1,系统初始化入库,5536,2025-11-25 20:27:34.274965,2025-11-25 20:27:34.274966,0
INIT-#c09107-2812,inbound,2813,2,820,820,1,系统初始化入库,5537,2025-11-25 20:27:34.274968,2025-11-25 20:27:34.274969,0
INIT-#e3ddfc-2812,inbound,2813,3,1382,1382,1,系统初始化入库,5538,2025-11-25 20:27:34.274970,2025-11-25 20:27:34.274971,0
INIT-#86f887-2813,inbound,2814,2,1701,1701,1,系统初始化入库,5539,2025-11-25 20:27:34.274972,2025-11-25 20:27:34.274973,0
INIT-#f5600e-2814,inbound,2815,1,1312,1312,1,系统初始化入库,5540,2025-11-25 20:27:34.274974,2025-11-25 20:27:34.274975,0
